1459468800.0,25200,37.767588,-122.496692,0
1459468830.0,25200,37.767588,-122.496692,0
1459468860.0,25200,37.767588,-122.496692,0
1459468890.0,25200,37.767588,-122.496692,0
1459468920.0,25200,37.767588,-122.496692,0
1459468950.0,25200,37.767588,-122.496692,0
1459468980.0,25200,37.767588,-122.496692,0
1459469010.0,25200,37.767588,-122.496692,0
1459469040.0,25200,37.767588,-122.496692,0
1459469070.0,25200,37.767588,-122.496692,0
1459469100.0,25200,37.767588,-122.496692,0
1459469130.0,25200,37.767588,-122.496692,0
1459469160.0,25200,37.767588,-122.496692,0
1459469190.0,25200,37.767588,-122.496692,0
1459469220.0,25200,37.767588,-122.496692,0
1459469250.0,25200,37.767588,-122.496692,0
1459469280.0,25200,37.767588,-122.496692,0
1459469310.0,25200,37.767588,-122.496692,0
1459469340.0,25200,37.767588,-122.496692,0
1459469370.0,25200,37.767588,-122.496692,0
1459469400.0,25200,37.767588,-122.496692,0
1459469430.0,25200,37.767588,-122.496692,0
1459469460.0,25200,37.767588,-122.496692,0
1459469490.0,25200,37.767588,-122.496692,0
1459469520.0,25200,37.767588,-122.496692,0
1459469550.0,25200,37.767588,-122.496692,0
1459469580.0,25200,37.767588,-122.496692,0
1459469610.0,25200,37.767588,-122.496692,0
1459469640.0,25200,37.767588,-122.496692,0
1459469670.0,25200,37.767588,-122.496692,0
1459469700.0,25200,37.767588,-122.496692,0
1459469730.0,25200,37.767588,-122.496692,0
1459469760.0,25200,37.767588,-122.496692,0
1459469790.0,25200,37.767588,-122.496692,0
1459469820.0,25200,37.767588,-122.496692,0
1459469850.0,25200,37.767588,-122.496692,0
1459469880.0,25200,37.767588,-122.496692,0
1459469910.0,25200,37.767588,-122.496692,0
1459469940.0,25200,37.767588,-122.496692,0
1459469970.0,25200,37.767588,-122.496692,0
1459470000.0,25200,37.767588,-122.496692,0
1459470030.0,25200,37.767588,-122.496692,0
1459470060.0,25200,37.767588,-122.496692,0
1459470090.0,25200,37.767588,-122.496692,0
1459470120.0,25200,37.767588,-122.496692,0
1459470150.0,25200,37.767588,-122.496692,0
1459470180.0,25200,37.767588,-122.496692,0
1459470210.0,25200,37.767588,-122.496692,0
1459470240.0,25200,37.767588,-122.496692,0
1459470270.0,25200,37.767588,-122.496692,0
1459470300.0,25200,37.767588,-122.496692,0
1459470330.0,25200,37.767588,-122.496692,0
1459470360.0,25200,37.767588,-122.496692,0
1459470390.0,25200,37.767588,-122.496692,0
1459470420.0,25200,37.767588,-122.496692,0
1459470450.0,25200,37.767588,-122.496692,0
1459470480.0,25200,37.767588,-122.496692,0
1459470510.0,25200,37.767588,-122.496692,0
1459470540.0,25200,37.767588,-122.496692,0
1459470570.0,25200,37.767588,-122.496692,0
1459470600.0,25200,37.767588,-122.496692,0
1459470630.0,25200,37.767588,-122.496692,0
1459470660.0,25200,37.767588,-122.496692,0
1459470690.0,25200,37.767588,-122.496692,0
1459470720.0,25200,37.767588,-122.496692,0
1459470750.0,25200,37.767588,-122.496692,0
1459470780.0,25200,37.767588,-122.496692,0
1459470810.0,25200,37.767588,-122.496692,0
1459470840.0,25200,37.767588,-122.496692,0
1459470870.0,25200,37.767588,-122.496692,0
1459470900.0,25200,37.767588,-122.496692,0
1459470930.0,25200,37.767588,-122.496692,0
1459470960.0,25200,37.767588,-122.496692,0
1459470990.0,25200,37.767588,-122.496692,0
1459471020.0,25200,37.767588,-122.496692,0
1459471050.0,25200,37.767588,-122.496692,0
1459471080.0,25200,37.767588,-122.496692,0
1459471110.0,25200,37.767588,-122.496692,0
1459471140.0,25200,37.767588,-122.496692,0
1459471170.0,25200,37.767588,-122.496692,0
1459471200.0,25200,37.767588,-122.496692,0
1459471230.0,25200,37.767588,-122.496692,0
1459471260.0,25200,37.767588,-122.496692,0
1459471290.0,25200,37.767588,-122.496692,0
1459471320.0,25200,37.767588,-122.496692,0
1459471350.0,25200,37.767588,-122.496692,0
1459471380.0,25200,37.767588,-122.496692,0
1459471410.0,25200,37.767588,-122.496692,0
1459471440.0,25200,37.767588,-122.496692,0
1459471470.0,25200,37.767588,-122.496692,0
1459471500.0,25200,37.767588,-122.496692,0
1459471530.0,25200,37.767588,-122.496692,0
1459471560.0,25200,37.767588,-122.496692,0
1459471590.0,25200,37.767588,-122.496692,0
1459471620.0,25200,37.767588,-122.496692,0
1459471650.0,25200,37.767588,-122.496692,0
1459471680.0,25200,37.767588,-122.496692,0
1459471710.0,25200,37.767588,-122.496692,0
1459471740.0,25200,37.767588,-122.496692,0
1459471770.0,25200,37.767588,-122.496692,0
1459471800.0,25200,37.767588,-122.496692,0
1459471830.0,25200,37.767588,-122.496692,0
1459471860.0,25200,37.767588,-122.496692,0
1459471890.0,25200,37.767588,-122.496692,0
1459471920.0,25200,37.767588,-122.496692,0
